,highway=living_street,highway=motorway,highway=motorway_link,highway=path,highway=primary,highway=residential,highway=secondary,highway=secondary_link,highway=service,highway=tertiary,highway=track,highway=unclassified,surface=bricks,surface=cobblestone,surface=compacted,surface=concrete,surface=concrete:lanes,surface=concrete:plates,surface=dirt,surface=fine_gravel,surface=grass_paver,surface=gravel,surface=ground,surface=missing,surface=paved,surface=paving_stones,surface=sand,surface=sett,surface=unhewn_cobblestone,surface=unpaved,lit=missing,lit=no,lit=yes,cycleway=missing,cycleway=no,cycleway=separate,cycleway=track,sidewalk=left,sidewalk=missing,sidewalk=no,sidewalk=right,sidewalk=separate,oneway=no,oneway=yes,tunnel=missing,tunnel=yes,access=delivery,access=destination,access=missing,access=no,access=permissive,access=private,access=yes,smoothness=excellent,smoothness=good,smoothness=horrible,smoothness=intermediate,smoothness=missing,smoothness=very_bad,road_segment_length_m,maxspeed,lanes,width
surface=concrete,0.001140790369195808,-0.0015682084936476724,0.0017179069282633069,0.002311734804716428,0.0017925357985842788,0.000560418694668506,0.001614934087366978,0.0020602626815929715,0.0005257905043794952,0.001643296075037948,0.001780200598895431,0.001515011332569568,0.004382570547930908,0.0011697020993955802,0.003571508859510299,0.013817582074946506,0.0019201797569813512,0.0018592209947881795,0.0008550953080086987,0.004172202173014452,0.0019618909284546565,0.0009310649037385332,0.0014018065712265043,0.001054067494534058,0.0014511471478139601,0.0012835602441978473,-0.00044354800499272486,0.0020717890740584504,0.0015188135556405433,0.000350153570310331,0.0013714641482885231,0.00020461266803644405,0.0007543532780426473,-0.0002973294565120894,-7.104624740261499e-05,0.0010242950659925718,-2.161366876612129e-05,0.00017793654082707736,-0.00020855013667304322,0.0011148085594873364,0.0004162444726025859,0.00048166954532219566,-0.0005712478373636194,-0.0006396169384169488,-0.002866877603962315,-0.005356530450604334,-0.0009021533923067068,-0.00044273491224997686,-0.0004133066382351865,0.0003433822829256738,-0.0005033975726826588,-0.001288711483414133,0.0002704776119065434,0.0015364483604967884,0.0016093755700241858,0.002130849587403699,-0.002375617036306813,0.0010019231196141246,-7.862721010320933e-05,3.944427640512708e-05,-0.0002668339094791367,-0.0001375249867294441,-0.00016115532166041
surface=concrete:lanes,0.0014478799103603782,0.0015034379018935885,0.0035732537633160256,0.008568540055999796,0.003938101011175365,0.002667406026965604,0.0028090707950245903,0.0011155658983759763,-0.0081424889667844,0.00290337772890214,0.0035187696163187917,0.004399181605240048,0.0005707200290274627,0.0008747982837842221,0.009749469487733026,0.0019201797569813426,0.7288612827131649,0.004155291982781335,0.0024006671036955114,0.004599301725105697,0.019213135474074015,0.0016840973011709125,0.0036578403222775756,0.004798756885284879,0.005404345542757431,0.003988797695114524,-0.0028734371341626323,0.002471119683993362,0.001233360006561848,0.008887856693147823,0.010038699899708257,-0.0026404547328129193,0.006356687556852564,0.00082456003484063,-0.0003106875886234999,0.00391031875507658,-9.282452598824928e-05,0.00014651696106993462,-8.145623447073905e-05,0.0042014437469025875,-0.0003017465799769074,0.0010923594191673,0.0008047825271022272,0.0010213942171438315,-0.0034364580943663505,0.00019095852489989048,0.0012819706832698334,0.0014599206769999886,-0.006819884959283204,-0.00019092936701234375,0.0027283463487287898,0.0002430551109842139,-0.008626226692124145,0.0015261188026175995,0.0008079718453327009,0.012253161135070152,0.0005333061471879836,-0.0012866808698336586,-0.001222675945422216,0.0013823594968022776,0.0007317557281422023,-0.00034780529215929407,-0.00030864428646469133
surface=concrete:plates,-0.006253397083157464,-0.005322242288406073,-0.00523966536893277,-0.0011830784058098004,-0.00515903980604087,-0.0059375963336215695,-0.004654553808453404,-0.004325820038335905,-0.009730520222992395,-0.004463677358830544,-0.00039777228092662713,-0.005988423276851302,0.0018850139148327116,0.008658526928261457,0.0069519615404334744,0.0018592209947881722,0.004155291982780765,0.13051292516373877,0.005119053834279908,0.0030394319519874238,0.007630301869307117,0.007319343344164358,0.004513148205125957,0.0027614128989313495,0.002179374352781665,0.0025965572059371863,0.0012985783992888634,0.008507315726031176,0.006206755282182055,0.00665883964077212,-0.007179644164592912,-0.003225327612406227,-0.004245354436947356,-0.00020649116419083657,-0.0010032231565896333,0.00029902638342032086,-0.0003349935109960373,0.0005291195776310867,-0.00037993450716783617,0.0014190087243672474,0.00041653570947922954,0.00019465710132260186,-0.0047828435295436695,-5.2815214378348815e-05,-0.004132130291374042,-0.0063800669215671076,-0.0012860535898219791,-2.6880436947026372e-05,-0.003677971573690614,-0.0014174673496851794,0.000439638767091306,-0.0008406397724494218,-0.00021965246183782957,0.01812109956212985,0.01726569958832882,0.010721866067033308,0.015725605470749426,0.017685452976579013,0.009825833473729907,-0.000136273184157049,-0.0002267004931914964,-7.989426761675753e-05,-0.00040132314380300627
surface=dirt,-0.003087691358443213,-0.003434162734467077,-0.002799728105646714,-0.007376653155529107,-0.002454408456824408,-0.002540437043685003,-0.0025636723018537862,-0.002337670489269662,-0.005561641660294413,-0.0018385041009591088,-0.18958748525242794,-0.0027193108814751103,0.0008377100700178023,0.004644084981024013,0.00551921615928879,0.0008550953080086804,0.002400667103695468,0.005119053834279989,1.0315477506310622,0.12459427015302448,0.0020729274329958575,0.03329390131008778,0.024153986375651693,0.005344215352959052,0.0016190580088277747,0.0029547529312616947,0.0655349136106102,0.006544346250183569,0.033787986487939764,0.010257651619402149,0.0013254123129923655,0.008438126964865036,0.006694378155540994,0.0005322201106066926,2.9270420845153322e-05,0.0017749585958500547,0.000564133747101276,-0.000383553390605486,-0.00149004490490558,-0.0039187171520212805,-0.00031777802181554086,-0.0008053485510302105,0.003303454218787791,0.0015183671477351707,-0.005161654416784799,0.0001198690478752493,-0.0025503323796925146,0.000519805466921317,-0.0036077542363425383,-0.002031215383490499,0.0007871554750290818,-0.03362534178682791,-0.00280191511890582,0.0044941757686924565,0.004774478919732593,0.1252235446502826,0.005454804518976708,0.004195167352414847,-0.027456492928303464,0.0004514355871107969,-0.00011790623852001839,0.00025169460906647516,0.0002858244606297593
surface=fine_gravel,0.004331831069373088,-0.0013805839654488386,0.0029759684510617867,0.011475525956896899,0.0034609573604298446,0.004716903881704096,0.003823090118282158,0.004395103717148898,0.0014926341977426836,0.004385852066985202,-0.3283091370495147,0.004288977336172017,0.011255372392861307,-0.001477005612729786,0.010996773995273103,0.004172202173014445,0.004599301725105682,0.003039431951987485,0.12459427015302449,0.6140091641435241,0.011423809211006964,0.04866244803367718,0.03283411393904838,0.0017631013895017303,0.0029374099471743222,0.00312002340099238,0.09281131850939456,-0.00021481000495617562,0.012291144318299786,0.003697275201829883,0.004676608849580323,0.003936683963367359,0.0037334696445935874,-0.0003117968908783451,-3.919558238499463e-05,0.0002972719323535482,-0.0006111602642264826,0.0003642887810697995,0.0004468635705256822,0.002309323944072499,0.0008399253077278398,0.0020011312986696955,-0.007100185567089993,0.0006260462782551108,-0.001888045541451121,0.00013023637637466968,-0.0013776284707373548,0.0007544377918837727,-0.0015952319983002178,0.0012012176778448162,0.0013167405565321776,-0.004267722676898538,0.0005745348458377624,-0.004174760378931843,-0.004650512697300438,0.23543181106112035,-0.015188880219053957,-0.0052129995412685875,0.00678733093808438,3.163475588847099e-05,0.000885953325494802,0.0005747300584250926,0.00027820922000717786
surface=grass_paver,0.0014760207029995845,-0.0011159766506403626,0.005723687701121381,0.017385811958416184,0.00478225583783706,0.0035326768554853377,0.0031593830053185043,0.00930523315286346,-0.0057528931204050456,0.004544642321641605,0.005339581005134683,0.004939692429328516,0.0004944493027560173,0.00028752279349846574,0.006608133255281957,0.0019618909284546833,0.019213135474073932,0.007630301869307207,0.0020729274329960986,0.0114238092110066,0.7131292544598247,-0.00029453373411946594,0.002688093271353291,0.003976519179787912,0.006450543578731621,0.0034468395195209407,-0.004177327504912857,0.0021446124223552412,0.0012368499810994998,0.006866236106575624,0.01024089429822113,0.0005187990627664898,0.006418646781982754,-0.0006462810026404982,-0.0021625818115604267,0.002064375738214268,-0.001118843560783367,0.0004397600493118351,0.00037201484305975714,0.004782000567408455,0.0007866593373808938,0.001542165973023482,-0.011362878184211118,0.0007030956837920133,-0.0032551424825770464,-0.0002997314451167615,-0.00019954291840898277,0.0012285710497979445,-0.006226851390179892,-0.0003577886363855909,0.0006461870167680052,-0.004022364106982697,-0.0021096710826548513,0.0022986261590327807,0.0009350018683907159,0.008615805349170412,-0.0002247167287139832,-0.0017934750599392223,-0.00182575200151204,0.0012558392015448955,6.940106180922279e-05,0.0021191082399882022,-0.000261839306689882
surface=gravel,-0.004939236413570245,-0.017098451550399227,-0.010181660922068686,-0.005747090104584533,-0.00907374111836374,-0.006550177079588271,-0.009247241221862405,-0.009548162934894184,-0.004736747108388377,-0.008837250141799388,-0.07579690341148998,-0.0065521605488998965,0.001431847478841597,0.008121660962526357,0.009128866799124589,0.0009310649037385236,0.0016840973011703947,0.007319343344164357,0.03329390131008772,0.048662448033677114,-0.00029453373411932016,0.31337131770653015,0.011873012840060612,0.003238996788277947,0.0024460092250224988,0.0023468506693082635,0.02749565396641128,0.006122695276643985,0.007499279902293602,0.006464447515518791,-0.007955694118360728,-0.0035326982351634663,-0.001606034079751023,0.0004827004882390235,0.0005813896915341121,0.0022075284589124448,-0.0012721742210350406,-0.00014343027015500457,-0.0007648954165657905,-0.0004211863143612823,-0.0007237570243701217,8.197040974399187e-05,0.002980894741161884,2.9603754503023367e-05,-0.0017016396893542883,-0.0014349976478550996,-0.0033576876594840184,0.0006354511086848934,-0.0008786032962649682,7.359780770570289e-05,0.0032064931357034454,0.00033380952656184953,0.0017631924674575523,0.011639992832388656,0.01152739090234254,0.056955385979620354,0.011138744096065568,0.011145519683724205,0.009764243216892959,-7.082853931639063e-05,0.0032824892278475013,-1.950528145063193e-05,-0.000297825571270854
surface=ground,-0.002275140095527154,-0.001877646691817732,-0.0009775329118011955,-0.0032131852227182196,-0.0016430659360453365,-0.003103936329509869,-0.00189087665095068,-0.001961327616691893,-0.003819055009435611,-0.0014865493162174721,-0.05088818999386744,-0.002084782733523117,0.0011818748376473329,0.005065655895271644,0.004726939038732414,0.0014018065712264978,0.0036578403222774537,0.0045131482051259586,0.024153986375651658,0.03283411393904836,0.0026880932713532857,0.01187301284006061,0.8239233825589863,0.0030631491074228977,0.0030656569432325996,0.0019821268038531423,0.01725632279170187,0.00549753090743086,0.011960495326293888,0.0031735515509682963,-0.0011061815103109308,-0.0012964262051493554,-0.0013223765198199545,-0.00024285580778060412,-0.0005032721570826268,0.0029498292086380536,-0.0007041353194960457,-8.769466120956328e-05,-0.0017072284713536116,-0.0007381755627354908,-0.0005404788987428801,-8.155261783421473e-05,0.0015124302704126796,0.0007888901723048698,-0.0008226454518460685,-0.0016656751873365108,-0.0010486866880465788,0.0005992340687263594,-0.0015036149304655877,-0.0007442435665577348,0.00019043460612464964,-0.0002860224796287268,5.181157914525952e-06,0.007072675073119505,0.007227582915814079,0.039394434549373004,0.0070825086742729425,0.005510319187287733,-0.004741359430274433,0.00012755586777732649,6.258378542532286e-05,3.224349261041625e-05,-0.0002992153479378231
surface=missing,-0.0019165577192554138,-0.00047046601032478856,-0.0008403384378563692,-0.0026611521601852157,-0.0009479399188234431,-0.0020248946401745208,-0.001066505739782707,-0.001726120695884498,-0.004986319098503666,-0.0014291787724707787,-0.0036760925432140685,-0.0014852401791665335,0.0008957646151897506,0.0021470797936198665,0.0022031043471362286,0.0010540674945340544,0.004798756885284909,0.0027614128989313707,0.005344215352959039,0.0017631013895017217,0.003976519179787987,0.003238996788277955,0.0030631491074229024,0.02435815532962542,0.002823999677956096,0.0025345587428907404,0.0031737926120184285,0.0018814475337552556,0.0016939493859858845,0.006830063378105443,-0.00077727021155756,0.0008126483610881951,0.0005489421757234715,-0.0007057298421989608,-0.0008144313997705842,0.00167442643887927,-0.0008115497611545722,0.0002483988766401269,-0.0008440638053125199,0.000371539416433999,-0.0002487114222233273,0.00014550634334090182,0.001254285683278615,0.00046372784045633423,0.0029571416559992943,0.004048841675796739,-0.0001501562596048218,0.0020550110526139378,-0.0013999915967968896,-9.431666908874516e-06,-0.00030664444537665376,-0.0019006807174745096,-0.00013607312495264248,0.0005178442987166337,0.0005971760014718405,-0.00035305760254617197,0.0005799729154267794,-0.0010571858252834238,-0.0011299835832478044,-2.3487927133459314e-05,-2.9579752082063082e-05,-2.9993595256653283e-05,2.2948125898843926e-05
surface=paved,0.0010636999108791859,0.0001606771327034993,0.0019691297203162208,0.005214254697378779,0.0011651859306083911,0.00036717266651530673,0.001424540903649612,-0.00036953494039795024,-0.0007927822652402657,0.0012981939435508301,0.0012282743405331023,0.0012105332614501048,0.0015901160452034865,0.001938393943336295,0.002811448527192679,0.001451147147813961,0.005404345542757562,0.0021793743527816606,0.001619058008827778,0.0029374099471743214,0.006450543578731554,0.002446009225022494,0.0030656569432325957,0.0028239996779560925,0.15237864607471532,0.0020275725830875293,-0.0004428505224907102,0.0022594679577796982,0.001526765407426856,0.002451630301954092,0.002142134117352141,-0.0013560367436329906,-0.00039500623488047406,-0.0004939388722436546,-0.000710707100537098,0.002726864962459934,-0.0017530121492022792,0.0003213748024769778,-0.001222960731539665,0.0012395749991171694,-0.00030882686234557776,0.0006053773000771475,-0.0017771719919055496,0.0002654001305767668,0.0005127559902362381,0.000611970986019279,-0.0002646284785228118,0.0013956386067927845,-0.0005930599294677755,0.00047567339109935985,0.0011537810889180923,-0.0013879371892872154,0.0016615474095422649,0.0009797475465716525,0.0008448345745375288,0.0028662518519801095,0.0005777907931644184,-0.0012982495630389575,-0.0009593867643958358,-0.0004456991420354153,0.0008775093766488325,-0.00012352159801722935,1.2742233010594214e-05
surface=paving_stones,0.003977905686236959,0.010661338221958248,0.0123999767255059,0.012503241241041047,0.012786128267823658,0.012510691736426984,0.012742606152991385,0.012558948022314723,0.009558254663660545,0.013005086118548762,0.01177936375925022,0.01275143410336461,0.002822804791710152,0.0014761356376887923,0.002739733259749809,0.0012835602441978553,0.003988797695114493,0.0025965572059370775,0.0029547529312617333,0.003120023400992429,0.0034468395195210544,0.0023468506693081915,0.0019821268038531115,0.002534558742890737,0.0020275725830875366,0.02392474404077147,0.001137154566167761,0.0020567686847183923,0.0013199995944262735,0.005030545205037571,-0.00731502729592539,-0.00669261245747521,-0.007106940461242203,-0.0004375025125743841,-0.004366720228936065,0.000962891085661287,-0.0007947358446027737,0.00039092975977443205,-0.0005921538239666933,0.0007771871608612904,-0.0007182716006686288,0.0006371237874236365,0.0006172808297194924,0.00047077942835889366,-0.007809878986875595,-0.012384855776822816,-0.017153949595106178,0.0024836023856340808,0.002474900795285866,0.0037463919744522073,0.0018771789581895734,0.0037770441118749397,-0.008163733846028535,0.0005163922029821919,-3.36240817997513e-05,0.0004574837910475453,-0.0012511347741081457,-0.00022425958052424392,-0.0010826388392385694,3.5042954357103585e-05,0.000556827453848801,2.3934965952768942e-05,0.00012283444405980677
surface=sand,-0.0029077679079616853,-0.0020512165993505746,-0.0027869157026532794,-0.008649524306575224,-0.002708426583872241,-0.0037646624299420392,-0.002793184417870099,-0.003536577950413853,-0.0013215258509130777,-0.0025531635006077846,-0.1463454066321715,-0.0032950230531959023,0.00018601827630952247,0.0031923750249258625,0.0023637100114388037,-0.0004435480049927064,-0.0028734371341622962,0.001298578399288961,0.06553491361061026,0.09281131850939449,-0.004177327504913149,0.02749565396641134,0.017256322791701893,0.0031737926120184528,-0.0004428505224907096,0.0011371545661676922,1.4149846469785596,0.002119376726805071,0.022007142191258756,0.009033294185284075,0.0015107247300239549,0.011509991445959765,0.010321174823843251,0.0009468411209217724,0.0007410318743335873,0.0020396650857147083,0.0009031381685067298,-0.0003658135925487062,-0.0007797572386263206,-0.014627518049438777,-1.5653470174501675e-05,-0.00031038922702181736,0.003994158962469256,0.000891197692863578,-0.00403671482701613,0.0037417620359792704,-0.006579541057753215,-0.0016784062653793157,-0.0034700825418828418,-0.0032852166479082788,-0.0013319410642322037,-0.0009682642647803008,-0.0006006249777212504,0.00012368324340931053,4.370429887459802e-05,-1.2733133288162188,0.001889249375369571,-0.0007324817424972423,-0.013525269250909359,0.00027598287936634203,-0.0003672143274398493,0.00020608798477452395,0.0007389713520277116
surface=sett,-0.005798890479157793,-0.00532612613119002,-0.0038952555551731885,-0.004710814816147267,-0.004307768735994465,-0.004979987017193184,-0.004472787619365259,-0.004852955131021274,-0.005450125155227471,-0.004312085900813747,0.0013529445601287386,-0.005326070145426067,0.00417496319534776,0.008913809759212219,0.007200750913577146,0.002071789074058452,0.002471119683993196,0.008507315726031119,0.006544346250183495,-0.00021481000495619736,0.0021446124223546063,0.006122695276643944,0.0054975309074308445,0.0018814475337552256,0.0022594679577797056,0.002056768684718511,0.0021193767268049657,0.025436757078903114,0.015976711948438815,0.0018823410691140444,-0.006882433053553671,-0.0077226950011331655,-0.007780927049415481,-0.0009192965066319682,-0.0005932237198682973,0.00043733447901052823,-0.0009193950496815214,-5.315529412373085e-05,-0.0005935305187180914,0.000517155052152902,0.00026426542513595483,-0.000854945213220234,0.0003909473778906184,0.00036074237762047113,-0.0039006898194250943,-0.009719020818721714,-0.00072843734039819,-0.0009991526612026236,-0.00014598529240434697,5.582512626231721e-05,-0.0006415270084993837,0.00014937108022917788,0.00039288578393989313,0.01776431222007971,0.017569608777498136,0.010008896416971804,0.014435015760020816,0.016304562872929383,-0.0047018237136905216,8.226967740408581e-05,0.0003090268171503642,-1.796160542509072e-05,2.4817650573552278e-05
surface=unhewn_cobblestone,-0.003802556886114634,-0.0013959531283351018,-0.0015821093673124343,-0.005179155627764778,-0.0023581303232055118,-0.0036271828777695177,-0.0025690199853971255,-0.0022099193237348084,-0.003663167430809074,-0.000760807368419808,-0.020383108277702296,-0.003973978119107875,0.0017179198661328775,0.006716517729132768,0.004401372235164758,0.0015188135556405405,0.0012333600065613918,0.006206755282182081,0.03378798648793974,0.012291144318299758,0.0012368499810997155,0.00749927990229363,0.011960495326293905,0.001693949385985881,0.0015267654074268603,0.0013199995944263097,0.02200714219125875,0.01597671194843886,0.890924595376174,0.0010952941034852914,-0.002291953294453538,-0.0017092827074144756,-0.00266983020306536,-0.002917589421824642,-0.004361215009084856,-0.001019431698492006,-0.001094082839844308,0.0035212177128160936,0.0015008131086221258,-0.003814288808727422,0.004149072274341994,0.0024185103160610172,0.0006536430344255624,0.0008126594861277687,-0.004140277942652465,-0.006549569288267205,-0.002042523297555541,-0.0017068288421694894,-0.001759518130021975,-0.0013623622855171962,-0.0024746616054433577,-0.000530608750665621,-0.0006882980223272902,0.013074122707965525,0.012628110708063701,0.007214146774708129,0.01116060295515169,0.011147887778939491,-0.08081443521120774,0.00035804150413197783,-0.0005689382552024953,6.094434050131986e-05,-0.0003057018827744436
surface=unpaved,-0.0026976162869945565,-0.0020706921048094526,-0.0017649327849868592,-0.004039500453868592,-0.001530125587374896,-0.0006767079429698437,-0.0007730929299506347,-0.003647117748340001,-0.01089161830509065,-0.0013327573636191428,-0.003833926491357722,-0.0015651120594172634,0.0023182385814613823,0.0027507830009701538,0.0033229806416835653,0.0003501535703101496,0.008887856693147603,0.006658839640772231,0.010257651619401854,0.0036972752018300495,0.006866236106575292,0.006464447515518563,0.003173551550968228,0.006830063378105379,0.0024516303019542873,0.005030545205037447,0.009033294185283248,0.0018823410691147682,0.0010952941034851125,0.8355392934071304,0.002276017863871558,0.010937251182168569,0.009378111806771427,4.6557602448662105e-05,-0.00017090202425784024,0.0003970455328841247,-0.00012949662708495132,1.2835716019586915e-05,-0.00038646030809093404,1.0437812018911294e-06,0.00040963476140552546,-4.287643433020341e-05,0.0026916000143735242,0.0009019268713937606,-0.0004247503631830393,0.00796374764443795,-0.0028966850519438737,0.001748422938827499,-0.007726078408128303,-0.0028992481799509574,0.00374149129138554,0.00010051689308263291,-0.007293595776157909,-0.00034988526931065703,-0.00034247296389268943,-0.007951718060580447,-8.276556806428852e-05,-0.0011765671101199849,-0.001924758782986145,-0.00044775661367966487,0.00048120544699213895,-4.188970262176632e-05,0.0012908269890052645
lit=missing,-0.2747712114148414,-0.2497945335141199,-0.2595657302844428,-0.26827989555780823,-0.26215347340432826,-0.2665178538036273,-0.2656579254522023,-0.259020954780247,-0.2743513869681841,-0.26536997276677854,-0.27583983796079475,-0.2661291793000444,-0.0018322425626982146,-0.008777931294794802,-0.003907869571816042,0.0013714641482881409,0.01003869989970939,-0.007179644164584517,0.0013254123129956216,0.004676608849578173,0.010240894298230148,-0.007955694118355013,-0.0011061815103077758,-0.0007772702115563437,0.002142134117351742,-0.007315027295930753,0.0015107247300258778,-0.00688243305354738,-0.0022919532944491038,0.0022760178638641603,0.6794145236591805,0.6731495554194401,0.6739991378500784,-0.024937786496673404,-0.024239911359055528,-0.022704697189323293,-0.024529198765690315,0.0002564413561460432,-0.00021709713953522403,-0.00610834272454504,-0.0004262598375665898,0.0010193424045536407,0.0009731176072512543,-0.0033434694426784247,-0.33109671230280746,0.16606804347334578,-0.01746685326199372,-0.023809269833748734,-0.0325619502113954,-0.0011879311628209674,-0.03046438305116147,-0.03344123628318889,-0.03064626227780886,-0.018174314088053128,-0.01898742682545384,-0.010676772810450538,-0.018603696356782533,-0.02085562774181598,-0.01394651648186722,0.000539835936613295,-0.001598150974103673,0.000502307477144863,-0.0005808906627702199
