,highway=living_street,highway=motorway,highway=motorway_link,highway=path,highway=primary,highway=residential,highway=secondary,highway=secondary_link,highway=service,highway=tertiary,highway=track,highway=unclassified,surface=bricks,surface=cobblestone,surface=compacted,surface=concrete,surface=concrete:lanes,surface=concrete:plates,surface=dirt,surface=fine_gravel,surface=grass_paver,surface=gravel,surface=ground,surface=missing,surface=paved,surface=paving_stones,surface=sand,surface=sett,surface=unhewn_cobblestone,surface=unpaved,lit=missing,lit=no,lit=yes,cycleway=missing,cycleway=no,cycleway=separate,cycleway=track,sidewalk=left,sidewalk=missing,sidewalk=no,sidewalk=right,sidewalk=separate,oneway=no,oneway=yes,tunnel=missing,tunnel=yes,access=delivery,access=destination,access=missing,access=no,access=permissive,access=private,access=yes,smoothness=excellent,smoothness=good,smoothness=horrible,smoothness=intermediate,smoothness=missing,smoothness=very_bad,road_segment_length_m,maxspeed,lanes,width
access=destination,-0.02870091171652158,-0.02466439055266083,-0.02494182476218113,-0.021465877323984823,-0.02441987111245457,-0.022806253229823305,-0.02377356547821918,-0.02766620322703846,-0.022430650358424006,-0.022822758223820957,-0.02245260013112183,-0.02424885914824538,-1.8502286286277494e-05,0.0006730656346984799,0.0003692007952987224,-0.0004427349122498888,0.0014599206770001647,-2.6880436947377325e-05,0.0005198054669215881,0.0007544377918839893,0.0012285710497982965,0.0006354511086846651,0.0005992340687262897,0.0020550110526139174,0.001395638606792829,0.0024836023856341146,-0.0016784062653789214,-0.0009991526612029998,-0.0017068288421695046,0.0017484229388280421,-0.023809269833716062,-0.02341368057529341,-0.022768447396121383,-0.002338485159311451,-0.0032218035559677637,-0.0012494700551525719,-0.002298421221702379,0.001165546643200047,1.852258659544675e-05,0.0045983859875374416,-0.00046737735469849344,0.0001336075690522351,-0.0013842389718473672,0.0028439951793712403,-0.015081315875331566,-0.027568085803124982,0.061960282799018766,0.1599487720608032,0.06501323627363624,0.06063138591859832,0.06500184251059725,0.06360616386085315,0.06604385302258267,-0.0016922764686736593,-0.0016012621479518162,5.523554906159817e-05,-0.001816280166713783,-0.0029801329055634974,-0.0009247482983483396,0.00018805453799193152,0.00023654105432284732,-0.0005108376310113762,9.210486019523912e-07
access=missing,-0.023771073231120085,-0.024529304284670914,-0.024265968552632133,-0.019184843480446353,-0.02335823860037861,-0.022201093238440762,-0.022728590496381592,-0.026450720642704532,-0.01380244116104257,-0.022630684392612056,-0.01834599929473679,-0.023019084847333296,0.0009207443255773952,0.0001691266797521545,-0.0009909556779669792,-0.0004133066382350823,-0.006819884959283099,-0.0036779715736910824,-0.003607754236342294,-0.0015952319982999567,-0.006226851390178974,-0.0008786032962652864,-0.0015036149304656892,-0.0013999915967969308,-0.0005930599294677215,0.0024749007952859646,-0.003470082541882466,-0.00014598529240480922,-0.001759518130022027,-0.00772607840812895,-0.03256195021136013,-0.033901654077488755,-0.03254048029275474,-0.0023689364044761187,-0.0029868764840830357,-0.00247306145665731,-0.0027400658270244484,0.0006671119374364784,0.0002511740832198538,0.004259654482602603,-0.0005840450279793655,-7.101746393872011e-06,-0.0019282675584037403,0.0016343056861609397,-0.013673394633054736,-0.03163117012818438,0.06011124925986588,0.06501323627363667,0.07139920929623315,0.06272155189214214,0.06402897477541804,0.06446657323410362,0.07116322363340695,-0.00034939189032488804,-0.00032884276455797756,0.0002642482967590543,-0.001122014703651514,-0.0007207279541809525,3.236549268774586e-05,-7.948231156057866e-05,0.0004857982452136706,-0.00045681681176785256,0.0002388644349380255
access=no,-0.04075096848459064,-0.04725671822492688,-0.0418293213932631,-0.03598871360151898,-0.039523268383113354,-0.03949568569921213,-0.04030129619112766,-0.040063679977134205,-0.03728117967385476,-0.04046627724990754,-0.03798852068529748,-0.03967511226605378,0.0009790424464956,-0.0008602822622044862,0.0010535484980794107,0.00034338228292574684,-0.00019092936701200415,-0.0014174673496852727,-0.002031215383490195,0.0012012176778449307,-0.0003577886363852743,7.359780770564926e-05,-0.000744243566557714,-9.431666908869063e-06,0.0004756733910993872,0.003746391974452135,-0.0032852166479078702,5.5825126262172004e-05,-0.0013623622855170848,-0.0028992481799509336,-0.0011879311627928828,-0.0035673841852129438,-0.0018052127753699339,-0.0026801493103797455,-0.004413538261004975,-0.0026228936958493944,-0.0033575205029209828,2.6015781636823467e-05,8.234683011730794e-05,0.0033576383864669388,-0.0007024959481948088,0.0006029545859840075,-0.0012809806387624686,-0.0018561781419186788,-0.015986195193168826,-0.029949594955092383,0.05723202686658871,0.0606313859185977,0.06272155189214114,0.1678627402534138,0.06118036958272143,0.06044591647988655,0.06116973613949906,-0.002986450052310677,-0.0023358647891756354,0.0016147588271366688,-0.0031048839159166165,-0.0019206438735048425,-0.0015217438247503608,0.00010948687768810694,0.0013603552200717778,-0.00033988408370791163,-0.00010797879876098294
access=permissive,-0.024130042867212143,-0.03254289318611987,-0.028386679853184816,-0.021300152012074407,-0.026303217026974877,-0.023489488838380975,-0.025730080893424743,-0.029882822976153463,-0.02362051610625302,-0.025486674177615267,-0.02217952288755747,-0.024603447478906207,0.0011004825393260795,0.0006671200838167168,0.00289554641789016,-0.0005033975726825673,0.0027283463487290166,0.00043963876709090887,0.0007871554750292999,0.001316740556532389,0.0006461870167684445,0.003206493135703179,0.00019043460612456166,-0.00030664444537669485,0.0011537810889181317,0.0018771789581896784,-0.0013319410642319068,-0.0006415270084997575,-0.0024746616054433963,0.0037414912913852146,-0.03046438305113121,-0.030241113986326913,-0.027774354056375003,-0.0016365770930100345,-0.0020005107712019582,-0.001669577594051387,-0.0027040842364569146,0.0007023972745543886,0.0002290430771875906,0.005533474726478007,-0.0012816445606279082,0.00019281586606430116,0.00036092322995522487,0.0019405029520165307,-0.008597514790587924,-0.021583112263984024,0.06259874258589257,0.06500184251059772,0.06402897477541816,0.061180369582722376,0.3509762292141777,0.06371581728240697,0.06435403103306434,-0.0014862086293541093,-0.001902840739083118,0.0008774214055508144,-0.0021894917533478325,-0.0016982266439906058,-3.5210199985131784e-05,9.49519556765342e-06,0.0020063711636505773,-0.0005806720089932942,0.00022779722160719433
access=private,-0.02501591983005523,-0.024637533135255088,-0.024402750062714546,-0.021612391543427412,-0.024179248171401026,-0.023185576125460825,-0.023860414043817644,-0.02751952795968938,-0.02163335561552021,-0.023531584893188136,-0.015920019128053426,-0.024088931555249066,-7.444214856288375e-05,0.000461997110595795,0.0005116455405909321,-0.00128871148341404,0.00024305511098438623,-0.000840639772449841,-0.03362534178682771,-0.004267722676898325,-0.004022364106983074,0.0003338095265615758,-0.00028602247962882817,-0.0019006807174745512,-0.0013879371892871785,0.0037770441118750732,-0.0009682642647799468,0.00014937108022878358,-0.0005306087506656783,0.00010051689308413271,-0.033441236283158746,-0.034072960640585286,-0.032836620750203716,-0.002723253780664586,-0.0036219248575779673,-0.002092372281557352,-0.003438928765570835,0.0006881884645718921,0.0002026542454242346,0.0005623984211391474,-0.00023428504570623227,-0.00019611703879957498,-0.00032499516458541416,0.0012375402705476247,-0.004601547310679262,-0.022131391597311537,0.058559343851076015,0.06360616386085384,0.06446657323410396,0.06044591647988767,0.06371581728240715,0.15789222332291367,0.06393677043346407,-0.0004142676089344363,-0.0006327474490442641,-0.006084162719531899,-0.0010205021029420498,-0.0018948931235065445,-0.0006414668017216034,-0.0002975215980675985,0.0006194375623534025,-0.0005459182554330626,2.2617363339270794e-05
access=yes,-0.028411521292045508,-0.03050348550521155,-0.031362986145760774,-0.02143647372258919,-0.03175121558624162,-0.03248436360521864,-0.03078933668266144,-0.034871946303012324,-0.019327942867801883,-0.030832388930590666,-0.02500352726065405,-0.032371756727587936,0.0002672878349809502,0.0021303290143917875,-0.0007749709866033607,0.000270477611906648,-0.008626226692123675,-0.00021965246183822346,-0.002801915118905577,0.0005745348458379883,-0.0021096710826537827,0.001763192467457283,5.181157914439213e-06,-0.00013607312495267788,0.0016615474095423145,-0.008163733846028443,-0.0006006249777208645,0.00039288578393950515,-0.0006882980223273166,-0.007293595776158879,-0.030646262277775425,-0.02826216303620388,-0.026617427252913103,-0.0018491565801027569,-0.0012497453965561232,-2.715505573133294e-06,-0.002795412101529513,0.0009039203654795618,-0.0003563842424796081,0.0049740814209146235,-7.552797522765143e-05,0.0004904720341333933,-0.009195802254889831,0.001144505257071139,-0.010245491217286812,-0.023084827251891094,0.0663539778336792,0.06604385302258302,0.07116322363340692,0.06116973613949997,0.06435403103306418,0.06393677043346373,2.5323718474988426,5.8632106720194744e-05,6.775977763933845e-05,-0.004929715925764922,-0.00013262559024244236,-0.0016733888384155712,-0.0007431957321048213,-7.801772238090025e-05,-6.627806537195248e-05,-0.0005371900968499769,-6.0991139589502994e-05
smoothness=excellent,-0.014091984782033965,-0.011504295078181478,-0.010512019551534593,-0.015092630659378012,-0.012123801248077075,-0.011703511412269166,-0.01243232826636385,-0.011681239673861416,-0.011698865270473561,-0.01243585065542844,0.00045735568052140187,-0.017029271483926717,0.0021626729668702774,0.019654497052843493,0.012353682584243965,0.0015364483604967815,0.001526118802616241,0.01812109956212972,0.004494175768692304,-0.004174760378931909,0.002298626159031978,0.011639992832388585,0.007072675073119478,0.0005178442987165923,0.0009797475465716625,0.0005163922029824355,0.0001236832434090836,0.017764312220079723,0.013074122707965421,-0.0003498852693094376,-0.01817431408806805,-0.019841729167697136,-0.018872855447201964,-0.0032148018237324136,-0.004916175512074926,-0.0030299186768009195,-0.006939840005537287,0.0014231747079704216,0.0006467267443316932,0.00042555068883309534,0.0013372590092555286,-0.0005119103051666888,-0.00047414315520570425,-0.00027344861400605035,-0.008923211686754681,-0.02266565098336722,-0.0017664849005715995,-0.0016922764686727646,-0.00034939189032378475,-0.002986450052310316,-0.0014862086293531817,-0.0004142676089334539,5.8632106721153796e-05,0.0521666949798693,0.043283349871564,0.031108568281406988,0.03984487541198127,0.0416415680140112,0.026441277831218215,-3.570772716773916e-05,-0.00011954702755416526,0.00012143043484164749,-0.00017661818340756872
smoothness=good,-0.014127686229983562,-0.012155399516126484,-0.01149875130174245,-0.013835131164657375,-0.013112691722152493,-0.012210817199304398,-0.013386116870391485,-0.014417851310164907,-0.012249600510822235,-0.012764555472158228,-0.0005815532740582626,-0.01401782542708082,0.0022678547248758817,0.0185865539760578,0.011986211057823883,0.0016093755700241853,0.0008079718453319234,0.017265699588328676,0.004774478919732418,-0.004650512697300497,0.0009350018683901526,0.011527390902342456,0.007227582915814044,0.0005971760014717973,0.0008448345745375535,-3.362408179948302e-05,4.3704298874371466e-05,0.017569608777498136,0.012628110708063581,-0.00034247296389293554,-0.018987426825469483,-0.02014613079694754,-0.01982340150586174,-0.002756572326674415,-0.0025173162147647866,-0.0023944041647440736,-0.0025796861585943797,-0.0006966752926433777,-0.0003779137368736884,-0.0003627950954001911,-0.00029503925772548806,-0.0015351472759952257,0.0002834856820624754,0.0004074902205733732,-0.007015343693263832,-0.021640938905711296,-0.0025058128597999964,-0.0016012621479508547,-0.00032884276455680023,-0.002335864789175248,-0.001902840739082137,-0.0006327474490432256,6.775977764035634e-05,0.04328334987156396,0.044688701675466146,0.031104292586839267,0.039741417852340845,0.04150653124160334,0.02612430690565966,8.922817276260954e-07,-0.00021972189532085254,-9.997069955139815e-07,-0.00019583005712542716
smoothness=horrible,-0.00552233274182501,-0.012428393163877371,-0.006544254139963372,-0.002484078168019918,-0.005959682833329112,-0.0049167327735814195,-0.007661265438115053,-0.005090061145350626,-0.009318413164127641,-0.0067218136634024876,-0.35221968492199424,-0.0043410689126699015,-0.0009558453489020252,0.011187000913243273,0.018492484208435904,0.0021308495874034087,0.012253161135068422,0.010721866067033327,0.125223544650282,0.23543181106112043,0.008615805349169937,0.05695538597962054,0.03939443454937306,-0.0003530576025462453,0.0028662518519800744,0.0004574837910477881,-1.2733133288162184,0.010008896416971674,0.007214146774708272,-0.007951718060582818,-0.010676772810461786,-0.027530410855446157,-0.02123180790909761,-0.0016627631647448949,-0.00157560568576278,9.32938706610506e-05,-0.0015625506359835761,0.0001305106157499722,0.00022714975206693063,0.0140298591020817,-0.00108972055231815,9.249191050865187e-05,0.002459761601175529,0.0003045070975008652,-0.0027868859869801623,-0.019827905474453972,0.005714604703060297,5.523554906258245e-05,0.00026424829676006327,0.0016147588271374013,0.0008774214055515456,-0.006084162719530778,-0.004929715925763659,0.031108568281406686,0.031104292586839163,11.93830185173843,0.029950106687078187,0.03040157659660768,0.0501464383612871,0.0010416219913493136,0.0017822816662320753,4.882029040556271e-05,-0.0015419808340318922
smoothness=intermediate,-0.014512542457868625,-0.011338286808976875,-0.011916268110871391,-0.014480741803431302,-0.012693809650245256,-0.013629115458017083,-0.013416274719498649,-0.012799291968898138,-0.01311686111647033,-0.013050262881711691,-0.005275432457805118,-0.013971588731428744,-0.009889066167050492,0.01736159403193162,0.0046011885805251704,-0.0023756170363068148,0.000533306147186953,0.015725605470749277,0.005454804518976501,-0.015188880219053996,-0.0002247167287137656,0.01113874409606546,0.007082508674272896,0.0005799729154267236,0.0005777907931644532,-0.0012511347741078441,0.0018892493753693168,0.014435015760020797,0.011160602955151559,-8.276556806507997e-05,-0.0186036963567989,-0.019045959114760994,-0.018862567797340468,-0.0007582476923216703,-0.0014874688220046942,-0.00015193560710081793,-0.0007786770059616115,-0.000271040740934897,-0.0009682354147187174,-0.0018469856713445106,-0.0009638495321858902,-0.002312993671090386,0.0009449428009307086,-0.0002991956261802396,-0.004683587209647678,-0.01807882228461171,-4.252402842069616e-06,-0.0018162801667127235,-0.001122014703650219,-0.00310488391591613,-0.002189491753346746,-0.0010205021029409005,-0.00013262559024130205,0.03984487541198121,0.0397414178523408,0.029950106687078253,0.04972825890841834,0.039026901190314066,0.025897914748091437,0.00018769496777096433,-0.00012354866164564728,-3.790762488218162e-05,-0.00010906129681929663
smoothness=missing,-0.013030229941361623,-0.014307799765371082,-0.013343470897230793,-0.012711686668785823,-0.01279559535609033,-0.01213131482950996,-0.01283207786803384,-0.012065607241453065,-0.011803809253595553,-0.012716595151280067,-0.00021046261867728875,-0.013057967203541567,0.0019506273401404522,0.017018217446091298,0.011388803832048976,0.0010019231196141246,-0.0012866808698344214,0.01768545297657883,0.004195167352414628,-0.00521299954126864,-0.0017934750599404301,0.011145519683724082,0.0055103191872876815,-0.0010571858252834932,-0.0012982495630389315,-0.00022425958052391934,-0.0007324817424975549,0.016304562872929362,0.01114788777893936,-0.0011765671101211976,-0.0208556277418331,-0.02026670012709325,-0.020084852760864257,-1.3367960576026145e-05,0.00019435985500857708,-0.001727360582502588,-8.024468340264212e-05,-0.0009415001737466583,-0.0005107932755420488,-0.000429065454414575,-0.0005137549479994705,-0.0017266988876334021,0.0005136199403340975,-0.00034377981983389934,-0.007755435626753265,-0.022756044416636163,-0.0009205229266208469,-0.00298013290556232,-0.0007207279541795133,-0.0019206438735042705,-0.0016982266439894203,-0.0018948931235052962,-0.0016733888384143243,0.04164156801401112,0.0415065312416033,0.030401576596608124,0.039026901190314066,0.04259276115209029,0.02624968782473943,2.7545833231022893e-05,0.00016364436689955109,-2.5747300395070336e-05,-0.00019422577876935984
smoothness=very_bad,-0.0075220977708206965,-0.01167142954188571,-0.009774110777315752,-0.007960136530665513,-0.00903928696327267,-0.007255628146543845,-0.009252246007994189,-0.009635077258416629,-0.006441827495758651,-0.00956438943378685,-0.017855224857704393,-0.008035311152453725,-0.0011741637876200605,0.010328193159899303,0.0064213293929974114,-7.862721010321458e-05,-0.0012226759454229926,0.009825833473729806,-0.02745649292830359,0.006787330938084331,-0.0018257520015124388,0.009764243216892893,-0.004741359430274461,-0.0011299835832478346,-0.0009593867643958251,-0.0010826388392384044,-0.013525269250909445,-0.004701823713690527,-0.08081443521120779,-0.001924758782986355,-0.013946516481877416,-0.014602635834197403,-0.013710778422412521,-0.004021205928748942,-0.0027725876624845277,-0.005066821243057204,-0.0015437751191334547,0.00157689128643514,0.00387301383514616,0.004266453130642879,4.1384748015974826e-05,0.002137403238597721,0.0006276184382367146,-1.584495389916003e-05,-0.0034195911071573637,-0.013445439790335571,-0.000778671960259056,-0.0009247482983477193,3.23654926885031e-05,-0.001521743824750088,-3.5210199984495635e-05,-0.0006414668017209265,-0.0007431957321041509,0.026441277831218187,0.026124306905659644,0.05014643836128667,0.025897914748091458,0.02624968782473944,0.15367344554519732,-0.00011406641804985714,0.0008865255619731091,-4.231269548301144e-05,-0.00015764267837822815
road_segment_length_m,-0.0004121185864773908,-0.00117738308369593,-0.0006064694764555094,-0.0010606833318499566,-0.00023349870374801847,-0.0004611774918106233,-0.001094431444686469,5.695500789874283e-05,-9.633804199236409e-05,-0.00036417081280692683,-0.0007015512310120835,-0.0002530925068476171,8.719896097551622e-05,0.0003363539197016485,0.0008078303409043262,3.944427640512836e-05,0.0013823594968023006,-0.00013627318415704014,0.0004514355871107935,3.1634755888461025e-05,0.0012558392015448276,-7.08285393163911e-05,0.00012755586777732627,-2.3487927133461913e-05,-0.00044569914203541325,3.504295435711363e-05,0.000275982879366395,8.226967740409145e-05,0.0003580415041319815,-0.00044775661367956187,0.0005398359366129525,-0.0003367930651761865,0.0007728746543248367,0.0007327442741810061,0.0005352433899854148,0.0012410754406436439,0.0012107526261732043,-0.0001021732455159617,6.281002034763336e-05,0.00018600332096818843,-0.00011248397270210673,0.00025962600922786744,-4.772809064799814e-05,0.0004862602552235,-0.0008581321948768915,-0.0009641270176426178,0.00016089510563988306,0.00018805453799191293,-7.948231156059623e-05,0.00010948687768808046,9.495195567627605e-06,-0.00029752159806762464,-7.801772238091798e-05,-3.570772716772536e-05,8.922817276422792e-07,0.0010416219913487906,0.00018769496777098235,2.7545833231039942e-05,-0.00011406641804985054,0.001065998981694421,-4.306812945969769e-05,7.425329094062434e-05,-5.892727879598979e-05
maxspeed,0.0013491297100929603,-0.009513670287441805,-0.0037472882668970068,0.0018353578056137679,-0.002478446590223647,0.0010116167786511376,-0.002695779058349991,-0.002857702730950099,0.0011679041507103415,-0.0021151243926286556,0.0006928151177364715,-2.5804546821568866e-05,0.00041368789317337037,0.0005060762383909956,0.0016950749100440327,-0.0002668339094791367,0.00073175572814218,-0.00022670049319152723,-0.00011790623852003088,0.0008859533254948082,6.940106180912693e-05,0.003282489227847483,6.25837854253125e-05,-2.9579752082067612e-05,0.0008775093766488323,0.0005568274538488205,-0.0003672143274398841,0.0003090268171503421,-0.000568938255202513,0.0004812054469921473,-0.0015981509741038328,-0.0024753311759458017,-0.0015527902909512536,0.000323043279150379,0.0005770070948304,0.00019964604312366893,-0.0008858190020825664,6.537931187221374e-05,0.00024083549041211953,0.001166244623771337,-0.0003579701986446958,0.00019266862820613916,0.0006219931208948985,-0.00012029392050866211,0.001207323551068918,0.0005806191366823659,0.00014347659165858063,0.0002365410543229587,0.00048579824521379443,0.0013603552200718715,0.002006371163650682,0.0006194375623535127,-6.627806537184076e-05,-0.0001195470275542178,-0.00021972189532090946,0.0017822816662322793,-0.0001235486616457019,0.0001636443668994939,0.0008865255619730756,-4.306812945969865e-05,0.0029459031812131727,-6.665456670051585e-06,5.899519531791682e-05
lanes,0.00015810076037886772,-0.0020438366040938724,0.00032486362795020133,-0.0004111671177597,0.0002080251275923653,0.00024045499290046776,-0.0002654267374471073,0.0029262811525450605,0.00023257698441284545,0.0001250050883138816,-0.00043532733680998154,0.0005490209990585229,5.261649381899518e-05,-0.00011597568288576423,-0.00025394409912836365,-0.00013752498672944498,-0.00034780529215928274,-7.989426761675272e-05,0.0002516946090664768,0.0005747300584250946,0.0021191082399882226,-1.9505281450626972e-05,3.224349261041754e-05,-2.9993595256652006e-05,-0.00012352159801722984,2.3934965952763335e-05,0.0002060879847745189,-1.796160542508802e-05,6.0944340501320876e-05,-4.188970262169851e-05,0.000502307477144803,0.000838684436470293,0.0004509861378450229,-0.000301070682022119,-0.00016470097017610795,-0.00026227490847816813,-4.872814091796138e-05,-0.00017650846688019707,-6.621905293303409e-05,-0.00021861241397299374,0.0001268016316849837,-3.7533010704071616e-05,6.271302916411986e-05,0.00011839856811630876,0.00026969605717497075,4.7114983631160846e-05,-0.0004571929972559008,-0.0005108376310113977,-0.00045681681176787614,-0.00033988408370792865,-0.0005806720089933121,-0.0005459182554330808,-0.0005371900968499943,0.00012143043484165226,-9.997069955084108e-07,4.882029040562701e-05,-3.790762488217402e-05,-2.5747300395062516e-05,-4.231269548300788e-05,7.425329094062448e-05,-6.665456670049634e-06,0.0009569187166019186,7.530678933843328e-06
width,-7.907281579593754e-05,0.0005592132129602486,0.0003701560172373194,0.0001865917111979503,0.00037116477655938423,0.0002645003302551431,0.0004733814188599572,-0.0003787707806122567,0.0003086113365451198,0.00012499727463695267,0.0004553886468308951,0.0001640785014422715,0.0013213365804324432,9.882932041515613e-05,-0.00026369833262374987,-0.00016115532166040877,-0.00030864428646472814,-0.00040132314380302025,0.0002858244606297699,0.00027820922000721017,-0.00026183930668985443,-0.000297825571270858,-0.0002992153479378239,2.2948125898841907e-05,1.2742233010594813e-05,0.00012283444405981322,0.0007389713520275639,2.481765057354129e-05,-0.00030570188277445067,0.0012908269890052279,-0.0005808906627700523,-0.0005460366892497072,-0.0007466249627829629,0.000509849994379069,0.0007496797977678084,0.0002910981783984192,0.0004571324065676493,-0.00019510942158180387,-0.00010004027464104843,-0.0001964920075640957,0.0001433730972604944,2.7886093815864067e-05,-6.313739913963075e-05,-0.00010664511198774138,-3.7142358209457916e-05,-0.0008267166204078936,-0.00012293533789383115,9.210486019973087e-07,0.00023886443493807333,-0.00010797879876093846,0.00022779722160723513,2.261736333930922e-05,-6.09911395894574e-05,-0.0001766181834075947,-0.00019583005712545495,-0.0015419808340305435,-0.00010906129681932632,-0.00019422577876938908,-0.00015764267837824252,-5.892727879598995e-05,5.899519531791589e-05,7.530678933843095e-06,0.00072430071439193
